YEAR,MONTH_NUM,MONTH_MON,APT_ICAO,APT_NAME,STATE_NAME,TF,VALID_FL,NO_REF,TOTAL_REF_NB_FL,TOTAL_REF_TIME_MIN,TOTAL_ADD_TIME_MIN,COMMENT
2023,06,JUN,GCLP,Gran Canaria,Spain,4590,3157,20,3137,38838.2691666667,9170.980833333335,
2023,06,JUN,GCRR,Lanzarote,Spain,2522,2284,8,2276,28111.88,5036.903333333333,
2023,06,JUN,GCTS,Tenerife Sur - Reina Sofia,Spain,2823,2245,25,2220,25831.4333333333,4105.433333333333,
2023,06,JUN,GCXO,Tenerife North,Spain,3017,1422,1,1421,14970.960833333302,2904.622499999999,
2023,06,JUN,LEAL,Alicante,Spain,4650,3790,8,3782,45130.5833333333,11348.7833333333,
2023,06,JUN,LEBB,Bilbao,Spain,2278,1784,1,1783,20688.8616666667,3648.921666666666,
2023,06,JUN,LEBL,Barcelona,Spain,13881,11284,30,11254,131462.5908333333,35235.1591666667,
2023,06,JUN,LEIB,Ibiza,Spain,5150,4055,13,4042,47361.006666666704,10325.5766666667,
2023,06,JUN,LEMD,Madrid - Barajas,Spain,16057,12675,179,12496,145758.74166666658,27911.4583333333,
2023,06,JUN,LEMG,Málaga,Spain,7638,6025,81,5944,68526.70416666669,15034.6958333333,
2023,06,JUN,LEPA,Palma de Mallorca,Spain,12914,10370,1,10369,118244.9908333333,27778.9091666667,
2023,06,JUN,LEVC,Valencia,Spain,3533,2706,0,2706,32033.475000000002,5917.0250000000005,
2023,06,JUN,LEZL,Sevilla,Spain,2577,1884,0,1884,20611.538333333297,2882.361666666666,
2023,06,JUN,ESGG,Göteborg,Sweden,2347,1756,37,1719,19260.3141666667,3517.269166666666,
2023,06,JUN,ESSA,Stockholm - Arlanda,Sweden,8592,6826,378,6448,74840.82166666671,12837.9616666667,
2023,06,JUN,LSGG,Geneva,Switzerland,7191,5958,0,5958,71092.7166666667,18761.65,
2023,06,JUN,LSZH,Zürich,Switzerland,11292,9337,109,9228,111093.40166666661,32468.4983333333,
2023,06,JUN,LTFM,Istanbul,Türkiye,22268,15011,0,15011,173624.275,61184.275,
2023,06,JUN,EGBB,Birmingham,United Kingdom,4236,3117,0,3117,35268.4358333333,10008.6475,
2023,06,JUN,EGCC,Manchester,United Kingdom,,,,,,,NO DATA RECEIVED
2023,06,JUN,EGGD,Bristol,United Kingdom,3902,2636,118,2518,29270.506666666697,6211.476666666666,
2023,06,JUN,EGGW,London - Luton,United Kingdom,5947,4561,38,4523,61686.9691666667,17372.8975,
2023,06,JUN,EGKK,London - Gatwick,United Kingdom,12122,8991,0,8991,114641.6966666666,57996.103333333296,
2023,06,JUN,EGLC,London - City,United Kingdom,2303,2190,104,2086,24540.8,3657.6000000000004,
2023,06,JUN,EGLL,London - Heathrow,United Kingdom,19109,16574,105,16469,225360.3333333333,99373.2,
2023,06,JUN,EGNT,Newcastle,United Kingdom,2206,1404,160,1244,13770.2433333333,2057.206666666666,
2023,06,JUN,EGPD,Aberdeen,United Kingdom,1742,1438,3,1435,16720.5708333333,3601.879166666666,
2023,06,JUN,EGPF,Glasgow,United Kingdom,3263,2376,25,2351,27447.756666666697,5627.71,
2023,06,JUN,EGPH,Edinburgh,United Kingdom,5327,4063,4,4059,47809.8091666667,8802.990833333333,
2023,06,JUN,EGSS,London - Stansted,United Kingdom,8876,6480,32,6448,90096.7,17923.9,
2023,07,JUL,LOWW,Vienna,Austria,11584,9535,1,9534,104492.9875,21697.3291666667,
2023,07,JUL,EBBR,Brussels,Belgium,9287,7081,0,7081,78587.21500000001,15718.1683333333,
2023,07,JUL,EBCI,Charleroi,Belgium,3443,2311,8,2303,25401.8566666667,4221.776666666666,
2023,07,JUL,LBSF,Sofia,Bulgaria,2800,2048,92,1956,21425.2416666667,4480.6416666666655,
2023,07,JUL,LDZA,Zagreb,Croatia,2069,1568,47,1521,17002.3841666667,3170.232499999999,
2023,07,JUL,LKPR,Prague,Czech Republic,5990,4834,0,4834,53797.1333333333,11568.5666666667,
2023,07,JUL,EKCH,Copenhagen - Kastrup,Denmark,10416,7984,69,7915,95056.6425,20583.2575,
2023,07,JUL,EETN,Tallinn,Estonia,1723,729,10,719,8175.598333333333,1371.351666666666,
2023,07,JUL,EFHK,Helsinki - Vantaa,Finland,6066,3955,66,3889,44121.1308333333,9801.685833333335,
2023,07,JUL,LFBO,Toulouse-Blagnac,France,2816,2192,31,2161,25750.8375,3258.9458333333328,
2023,07,JUL,LFLL,Lyon-Saint-Exupéry,France,3991,3209,2,3207,35388.1375,5010.379166666666,
2023,07,JUL,LFML,Marseille-Provence,France,4981,3870,117,3753,33714.0016666667,12416.948333333301,
2023,07,JUL,LFMN,Nice-Côte d’Azur,France,8746,7746,8,7738,88167.6983333333,35465.5016666667,
2023,07,JUL,LFPG,Paris-Charles-de-Gaulle,France,20635,16783,379,16404,215139.3824999999,35049.8175,
2023,07,JUL,LFPO,Paris-Orly,France,9911,8399,36,8363,108658.34999999989,17114.7666666667,
2023,07,JUL,LFSB,Bâle-Mulhouse,France,3931,2711,82,2629,31027.622499999998,8116.494166666666,
2023,07,JUL,EDDB,Berlin - Brandenburg,Germany,8058,6810,104,6706,80833.0358333333,13318.680833333301,
2023,07,JUL,EDDC,Dresden,Germany,582,468,27,441,5094.380833333333,999.3525000000001,
2023,07,JUL,EDDE,Erfurt,Germany,268,65,65,0,,,NO REF FLIGHT
2023,07,JUL,EDDF,Frankfurt,Germany,20311,17843,39,17804,223839.4433333333,48614.090000000004,
2023,07,JUL,EDDG,Muenster-Osnabrueck,Germany,1182,399,27,372,4228.1875,924.2125000000001,
2023,07,JUL,EDDH,Hamburg,Germany,5888,4650,180,4470,56128.7991666667,12063.9008333333,
2023,07,JUL,EDDK,Cologne-Bonn,Germany,5788,2910,98,2812,30783.4991666667,6482.5175,
2023,07,JUL,EDDL,Dusseldorf,Germany,7633,6168,4,6164,71422.7616666667,12614.6216666667,
2023,07,JUL,EDDM,Munich,Germany,14052,12283,0,12283,141826.2733333333,30699.576666666697,
2023,07,JUL,EDDN,Nuremberg,Germany,2648,1305,28,1277,15298.44,2873.093333333333,
2023,07,JUL,EDDP,Leipzig-Halle,Germany,3560,1511,72,1439,16636.276666666698,2418.54,
2023,07,JUL,EDDR,Saarbruecken,Germany,283,217,155,62,648.933333333333,222.033333333333,
2023,07,JUL,EDDS,Stuttgart,Germany,5013,3267,0,3267,37341.5625,6248.9541666666655,
2023,07,JUL,EDDV,Hanover,Germany,3067,1391,147,1244,13757.038333333301,2225.178333333333,
2023,07,JUL,EDDW,Bremen,Germany,1407,826,26,800,9491.691666666666,1702.924999999999,
2023,07,JUL,LGAV,Athens,Greece,13515,8694,0,8694,96755.45416666669,31539.5125,
2023,07,JUL,LHBP,Budapest - Ferihegy,Hungary,5299,4010,46,3964,48987.225000000006,7248.241666666666,
2023,07,JUL,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2023,07,JUL,EICK,Cork,Ireland,1911,808,7,801,8854.031666666666,1601.001666666666,
2023,07,JUL,EIDW,Dublin,Ireland,11503,8586,18,8568,94953.6666666667,30735.3,
2023,07,JUL,LICC,Catania,Italy,2994,2447,13,2434,26066.7991666667,10006.7341666667,
2023,07,JUL,LIMC,Milan - Malpensa,Italy,9868,7473,23,7450,80052.71833333331,28042.165,
2023,07,JUL,LIME,Bergamo,Italy,4647,3421,73,3348,40278.133333333295,8115.816666666666,
2023,07,JUL,LIMF,Torino Caselle,Italy,1865,1327,0,1327,15344,2426.4666666666662,
2023,07,JUL,LIML,Milan - Linate,Italy,5075,4175,7,4168,43129.200000000004,9208.416666666666,
2023,07,JUL,LIPE,Bologna,Italy,3734,2905,0,2905,33958.4,9184.433333333334,
2023,07,JUL,LIPZ,Venice,Italy,4347,3619,34,3585,36801.883333333295,9504.583333333334,
2023,07,JUL,LIRA,Rome - Ciampino,Italy,2001,1713,64,1649,15727.7683333333,3349.2816666666663,
2023,07,JUL,LIRF,Rome - Fiumicino,Italy,12717,10695,20,10675,112853.38166666661,32962.485,
2023,07,JUL,LIRN,Naples,Italy,5590,4656,33,4623,52218.686666666705,34699.63,
2023,07,JUL,EVRA,Riga,Latvia,2744,1817,11,1806,20032.353333333303,3391.313333333333,
2023,07,JUL,ELLX,Luxembourg,Luxembourg,4037,2657,1,2656,30283.6258333333,4993.0575,
2023,07,JUL,LMML,Malta,Malta,3663,2324,37,2287,23897.416666666697,9194.949999999999,
2023,07,JUL,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2023,07,JUL,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2023,07,JUL,EHAM,Amsterdam - Schiphol,Netherlands,21529,18377,53,18324,215523.5741666666,43216.8258333333,
2023,07,JUL,ENBR,Bergen,Norway,,,,,,,NO DATA RECEIVED
2023,07,JUL,ENGM,Oslo - Gardermoen,Norway,9754,7614,45,7569,85062.0325,16140.700833333301,
2023,07,JUL,ENVA,Trondheim,Norway,,,,,,,NO DATA RECEIVED
2023,07,JUL,ENZV,Stavanger,Norway,,,,,,,NO DATA RECEIVED
2023,07,JUL,EPWA,Warszawa - Chopina,Poland,7789,6220,32,6188,68610.49750000001,14121.052500000002,
2023,07,JUL,LPFR,Faro,Portugal,4109,3593,22,3571,39413.36,5629.14,
2023,07,JUL,LPPR,Porto,Portugal,5142,4154,17,4137,47879.15,11873.5,
2023,07,JUL,LPPT,Lisbon,Portugal,10468,8277,12,8265,106156.85250000001,32680.0308333333,
2023,07,JUL,LROP,Bucharest - Otopeni,Romania,5174,3583,22,3561,38023.1691666667,8079.3475,
2023,07,JUL,LZIB,Bratislava,Slovakia,1598,896,188,708,7197.3775,1406.039166666666,
2023,07,JUL,LJLJ,Ljubljana,Slovenia,1126,784,4,780,8886.703333333335,1657.93,
2023,07,JUL,GCFV,Fuerteventura,Spain,2049,1956,2,1954,23520.633333333302,5443.433333333333,
2023,07,JUL,GCLP,Gran Canaria,Spain,5111,3680,14,3666,45829.0791666667,12883.4208333333,
2023,07,JUL,GCRR,Lanzarote,Spain,2922,2692,15,2677,33038.25,6000.966666666666,
2023,07,JUL,GCTS,Tenerife Sur - Reina Sofia,Spain,2972,2422,9,2413,28764,5634.833333333333,
2023,07,JUL,GCXO,Tenerife North,Spain,3393,1717,1,1716,17923.966666666696,3580.433333333333,
2023,07,JUL,LEAL,Alicante,Spain,5250,4286,13,4273,51118.366666666705,13005.9166666667,
2023,07,JUL,LEBB,Bilbao,Spain,2441,1950,0,1950,22513.58,3360.086666666666,
2023,07,JUL,LEBL,Barcelona,Spain,15158,12068,0,12068,141665.80000000002,37762.7333333333,
2023,07,JUL,LEIB,Ibiza,Spain,6418,5006,14,4992,60620.75,14326.800000000001,
2023,07,JUL,LEMD,Madrid - Barajas,Spain,16989,13285,112,13173,157075.5916666666,31417.9083333333,
2023,07,JUL,LEMG,Málaga,Spain,8532,6758,82,6676,77891.235,18244.7316666667,
2023,07,JUL,LEPA,Palma de Mallorca,Spain,14745,11843,5,11838,139473.1241666666,38939.9758333333,
2023,07,JUL,LEVC,Valencia,Spain,4010,2991,0,2991,36056.0558333333,6949.9775,
2023,07,JUL,LEZL,Sevilla,Spain,2495,1812,0,1812,19479.4133333333,2388.42,
2023,07,JUL,ESGG,Göteborg,Sweden,2441,1801,21,1780,21175.2416666667,3490.3250000000003,
2023,07,JUL,ESSA,Stockholm - Arlanda,Sweden,8177,6091,224,5867,69638.9391666667,12159.4941666667,
2023,07,JUL,LSGG,Geneva,Switzerland,7626,6308,0,6308,74192.1166666667,18771.883333333302,
2023,07,JUL,LSZH,Zürich,Switzerland,11845,9683,5,9678,118942.18249999991,35488.484166666705,
2023,07,JUL,LTFM,Istanbul,Türkiye,23236,15556,9,15547,184020.5658333333,58570.6841666667,
2023,07,JUL,EGBB,Birmingham,United Kingdom,4491,3321,0,3321,38080.5191666667,11144.2641666667,
2023,07,JUL,EGCC,Manchester,United Kingdom,,,,,,,NO DATA RECEIVED
2023,07,JUL,EGGD,Bristol,United Kingdom,3921,2663,32,2631,30637.296666666698,7072.586666666666,
2023,07,JUL,EGGW,London - Luton,United Kingdom,6236,4522,10,4512,60265.97,18048.146666666697,
2023,07,JUL,EGKK,London - Gatwick,United Kingdom,13122,9552,0,9552,120884.38,72164.2533333333,
2023,07,JUL,EGLC,London - City,United Kingdom,2112,2000,61,1939,20137.3183333333,3315.764999999999,
2023,07,JUL,EGLL,London - Heathrow,United Kingdom,20246,17516,11,17505,228011.6875,116097.9291666666,
2023,07,JUL,EGNT,Newcastle,United Kingdom,2278,1430,130,1300,15257.49,2614.1766666666663,
2023,07,JUL,EGPD,Aberdeen,United Kingdom,1727,1404,4,1400,16239.392500000002,3512.4741666666664,
2023,07,JUL,EGPF,Glasgow,United Kingdom,3350,2435,8,2427,29504.5783333333,5824.671666666666,
2023,07,JUL,EGPH,Edinburgh,United Kingdom,5667,4330,8,4322,53229.25,10793.4,
2023,07,JUL,EGSS,London - Stansted,United Kingdom,9429,6852,20,6832,84901,19550.4833333333,
2023,08,AUG,LOWW,Vienna,Austria,11344,9377,0,9377,103357.41166666661,21936.905000000002,
2023,08,AUG,EBBR,Brussels,Belgium,9026,6919,12,6907,77372.30166666671,13687.064999999999,
2023,08,AUG,EBCI,Charleroi,Belgium,3610,2420,18,2402,26682.973333333302,4252.0599999999995,
2023,08,AUG,LBSF,Sofia,Bulgaria,2783,2078,116,1962,20703.5716666667,4493.995,
2023,08,AUG,LDZA,Zagreb,Croatia,2119,1616,20,1596,17834.7575,3242.209166666666,
2023,08,AUG,LKPR,Prague,Czech Republic,5941,4835,0,4835,53594.2125,11102.304166666701,
2023,08,AUG,EKCH,Copenhagen - Kastrup,Denmark,10494,8279,16,8263,98405.3533333333,16786.596666666697,
2023,08,AUG,EETN,Tallinn,Estonia,1767,803,17,786,8509.098333333333,1128.351666666666,
2023,08,AUG,EFHK,Helsinki - Vantaa,Finland,6169,4074,28,4046,44265.3808333333,9510.9025,
2023,08,AUG,LFBO,Toulouse-Blagnac,France,2691,2097,26,2071,24636.0241666667,2797.309166666666,
2023,08,AUG,LFLL,Lyon-Saint-Exupéry,France,3643,2864,18,2846,31051.9775,4018.4725000000003,
2023,08,AUG,LFML,Marseille-Provence,France,4722,3599,48,3551,31873.464166666698,12315.6858333333,
2023,08,AUG,LFMN,Nice-Côte d’Azur,France,8329,7432,11,7421,84401.65833333331,29502.2416666667,
2023,08,AUG,LFPG,Paris-Charles-de-Gaulle,France,20818,16909,102,16807,223050.5724999999,34486.6441666667,
2023,08,AUG,LFPO,Paris-Orly,France,9929,8406,72,8334,106197.78,16200.37,
2023,08,AUG,LFSB,Bâle-Mulhouse,France,3989,2731,55,2676,31999.0958333333,7546.054166666666,
2023,08,AUG,EDDB,Berlin - Brandenburg,Germany,8040,6826,97,6729,80143.15583333331,12906.3775,
2023,08,AUG,EDDC,Dresden,Germany,542,462,56,406,4467.6125,728.5708333333331,
2023,08,AUG,EDDE,Erfurt,Germany,294,61,61,0,,,NO REF FLIGHT
2023,08,AUG,EDDF,Frankfurt,Germany,19952,17462,38,17424,222396.8891666666,42903.7775,
2023,08,AUG,EDDG,Muenster-Osnabrueck,Germany,1251,359,37,322,3635.1875,746.395833333333,
2023,08,AUG,EDDH,Hamburg,Germany,6006,4708,100,4608,57266.1408333333,10891.3091666667,
2023,08,AUG,EDDK,Cologne-Bonn,Germany,5900,2956,250,2706,30267.966666666696,6029.066666666666,
2023,08,AUG,EDDL,Dusseldorf,Germany,7711,6179,5,6174,72578.88500000001,10925.198333333301,
2023,08,AUG,EDDM,Munich,Germany,14106,12331,0,12331,142171.4975,30047.9858333333,
2023,08,AUG,EDDN,Nuremberg,Germany,2675,1333,21,1312,15607.54,2701.476666666666,
2023,08,AUG,EDDP,Leipzig-Halle,Germany,3530,1471,91,1380,15874.27,2119.646666666666,
2023,08,AUG,EDDR,Saarbruecken,Germany,282,209,155,54,566.19,133.91,
2023,08,AUG,EDDS,Stuttgart,Germany,5003,3357,0,3357,38945.5383333333,5658.545,
2023,08,AUG,EDDV,Hanover,Germany,3253,1355,195,1160,12799.653333333299,2020.7966666666662,
2023,08,AUG,EDDW,Bremen,Germany,1636,831,36,795,9213.499166666666,1152.134166666666,
2023,08,AUG,LGAV,Athens,Greece,13391,8698,4,8694,96374.2083333333,32944.5083333333,
2023,08,AUG,LHBP,Budapest - Ferihegy,Hungary,5087,3841,13,3828,47080.5741666667,7088.509166666666,
2023,08,AUG,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2023,08,AUG,EICK,Cork,Ireland,1983,824,11,813,9208.315,1792.301666666666,
2023,08,AUG,EIDW,Dublin,Ireland,11448,8547,13,8534,94206.2058333333,32221.3775,
2023,08,AUG,LICC,Catania,Italy,3633,3063,25,3038,32483.649999999998,13049.5333333333,
2023,08,AUG,LIMC,Milan - Malpensa,Italy,9644,7341,36,7305,78213.26666666669,24827.216666666696,
2023,08,AUG,LIME,Bergamo,Italy,4945,3697,178,3519,42474.4633333333,8078.97,
2023,08,AUG,LIMF,Torino Caselle,Italy,1715,1297,0,1297,15024.9916666667,2099.475,
2023,08,AUG,LIML,Milan - Linate,Italy,4243,3596,0,3596,37249.146666666704,6923.553333333333,
2023,08,AUG,LIPE,Bologna,Italy,3716,2922,0,2922,34135.83,8199.786666666667,
2023,08,AUG,LIPZ,Venice,Italy,4358,3623,21,3602,36903.0625,10350.020833333301,
2023,08,AUG,LIRA,Rome - Ciampino,Italy,1798,1509,61,1448,13811.695,2849.271666666666,
2023,08,AUG,LIRF,Rome - Fiumicino,Italy,13010,11028,1,11027,118143.63166666661,34808.5016666667,
2023,08,AUG,LIRN,Naples,Italy,5431,4594,41,4553,51519.2166666667,28049.649999999998,
2023,08,AUG,EVRA,Riga,Latvia,2725,1847,16,1831,20241.9966666667,3559.603333333333,
2023,08,AUG,ELLX,Luxembourg,Luxembourg,3806,2484,0,2484,28380.0016666667,4790.598333333333,
2023,08,AUG,LMML,Malta,Malta,3616,2313,40,2273,23828.083333333303,9932.050000000001,
2023,08,AUG,GMMN,Mohammed V International,Morocco,,,,,,,NO DATA RECEIVED
2023,08,AUG,GMMX,Menara,Morocco,,,,,,,NO DATA RECEIVED
2023,08,AUG,EHAM,Amsterdam - Schiphol,Netherlands,21728,18633,49,18584,217113.2133333333,42540.0366666667,
2023,08,AUG,ENBR,Bergen,Norway,,,,,,,NO DATA RECEIVED
2023,08,AUG,ENGM,Oslo - Gardermoen,Norway,10123,8293,46,8247,91264.5233333333,18468.543333333302,
2023,08,AUG,ENVA,Trondheim,Norway,,,,,,,NO DATA RECEIVED
2023,08,AUG,ENZV,Stavanger,Norway,,,,,,,NO DATA RECEIVED
2023,08,AUG,EPWA,Warszawa - Chopina,Poland,7810,6192,6,6186,68168.9266666667,14154.806666666702,
2023,08,AUG,LPFR,Faro,Portugal,4055,3520,31,3489,38455.7491666667,4830.800833333333,
2023,08,AUG,LPPR,Porto,Portugal,5263,4244,23,4221,49044.88666666671,13844.5133333333,
2023,08,AUG,LPPT,Lisbon,Portugal,10506,8327,9,8318,105298.10500000001,32881.378333333305,
2023,08,AUG,LROP,Bucharest - Otopeni,Romania,5347,3709,4,3705,37971.802500000005,8713.864166666666,
2023,08,AUG,LZIB,Bratislava,Slovakia,1622,899,161,738,7491.99,1520.3933333333332,
2023,08,AUG,LJLJ,Ljubljana,Slovenia,1234,786,3,783,8842.324166666665,1776.8425,
2023,08,AUG,GCFV,Fuerteventura,Spain,2046,1941,1,1940,23361.3566666667,5168.209999999999,
2023,08,AUG,GCLP,Gran Canaria,Spain,5143,3710,24,3686,46059.99,12416.4266666667,
2023,08,AUG,GCRR,Lanzarote,Spain,3023,2756,9,2747,33906.774166666706,6648.559166666666,
2023,08,AUG,GCTS,Tenerife Sur - Reina Sofia,Spain,3027,2427,20,2407,28540.1416666667,5498.675,
2023,08,AUG,GCXO,Tenerife North,Spain,3332,1769,0,1769,18662.4783333333,3340.121666666666,
2023,08,AUG,LEAL,Alicante,Spain,5198,4236,20,4216,50598.006666666704,11099.4933333333,
2023,08,AUG,LEBB,Bilbao,Spain,2320,1828,0,1828,21093.5041666667,3276.862499999999,
2023,08,AUG,LEBL,Barcelona,Spain,14801,11791,17,11774,139334.6883333333,34420.345,
2023,08,AUG,LEIB,Ibiza,Spain,6103,4850,25,4825,57378.1333333333,12356.9166666667,
2023,08,AUG,LEMD,Madrid - Barajas,Spain,16691,12950,149,12801,151459.2533333333,27306.33,
2023,08,AUG,LEMG,Málaga,Spain,8385,6675,76,6599,76967.125,16739.308333333298,
2023,08,AUG,LEPA,Palma de Mallorca,Spain,14402,11630,6,11624,133638.1675,30454.015833333302,
2023,08,AUG,LEVC,Valencia,Spain,3962,2936,0,2936,35068.27666666671,6089.5233333333335,
2023,08,AUG,LEZL,Sevilla,Spain,2492,1826,0,1826,20032.3,2352.566666666666,
2023,08,AUG,ESGG,Göteborg,Sweden,2393,1831,85,1746,19140.3233333333,4252.86,
2023,08,AUG,ESSA,Stockholm - Arlanda,Sweden,8514,6662,128,6534,76447.095,16931.254999999997,
2023,08,AUG,LSGG,Geneva,Switzerland,7405,6155,0,6155,74049.15000000001,17653.3,
2023,08,AUG,LSZH,Zürich,Switzerland,11617,9619,2,9617,117343.2816666666,30523.9183333333,
2023,08,AUG,LTFM,Istanbul,Türkiye,23624,15943,13,15930,187866.1941666666,64322.3391666667,
2023,08,AUG,EGBB,Birmingham,United Kingdom,4492,3301,0,3301,38442.62666666671,9450.14,
2023,08,AUG,EGCC,Manchester,United Kingdom,,,,,,,NO DATA RECEIVED
2023,08,AUG,EGGD,Bristol,United Kingdom,3999,2675,0,2675,31290.2333333333,5783.366666666666,
2023,08,AUG,EGGW,London - Luton,United Kingdom,5897,4461,9,4452,59507.7833333333,15348.8833333333,
2023,08,AUG,EGKK,London - Gatwick,United Kingdom,12990,9510,0,9510,120813.6166666666,67594.8333333333,
2023,08,AUG,EGLC,London - City,United Kingdom,2096,1988,49,1939,20632.8358333333,2518.1141666666663,
2023,08,AUG,EGLL,London - Heathrow,United Kingdom,19980,17278,18,17260,228149.8416666666,95659.8416666667,
2023,08,AUG,EGNT,Newcastle,United Kingdom,2449,1494,118,1376,15938.7308333333,2919.285833333333,
2023,08,AUG,EGPD,Aberdeen,United Kingdom,1754,1450,2,1448,16804.2541666667,3687.8125,
2023,08,AUG,EGPF,Glasgow,United Kingdom,3208,2318,6,2312,27946.83,5675.703333333333,
2023,08,AUG,EGPH,Edinburgh,United Kingdom,5600,4322,9,4313,52820.4925,10308.7241666667,
2023,08,AUG,EGSS,London - Stansted,United Kingdom,9434,6878,40,6838,86737.2741666667,18464.8591666667,
2023,09,SEP,LOWW,Vienna,Austria,11083,9329,0,9329,101925.7049999999,21689.5616666667,
2023,09,SEP,EBBR,Brussels,Belgium,8735,6789,58,6731,75511.1641666667,12354.1691666667,
2023,09,SEP,EBCI,Charleroi,Belgium,3436,2218,12,2206,24559.4766666667,3843.423333333333,
2023,09,SEP,LBSF,Sofia,Bulgaria,2766,2069,131,1938,20227.7583333333,4658.908333333333,
2023,09,SEP,LDZA,Zagreb,Croatia,2115,1571,31,1540,17253.536666666696,3520.48,
2023,09,SEP,LKPR,Prague,Czech Republic,5873,4794,0,4794,52930.6933333333,10496.99,
2023,09,SEP,EKCH,Copenhagen - Kastrup,Denmark,10649,8585,23,8562,101665.6941666666,17898.105833333302,
2023,09,SEP,EETN,Tallinn,Estonia,1754,797,24,773,8730.406666666666,1522.8266666666661,
2023,09,SEP,EFHK,Helsinki - Vantaa,Finland,6146,4082,34,4048,44921.66666666671,8853.416666666666,
2023,09,SEP,LFBO,Toulouse-Blagnac,France,3273,2712,169,2543,29611.943333333304,4889.0566666666655,
2023,09,SEP,LFLL,Lyon-Saint-Exupéry,France,4082,3407,0,3407,38772.226666666706,5910.606666666666,
2023,09,SEP,LFML,Marseille-Provence,France,4773,3762,492,3270,28932.4408333333,12146.2258333333,
2023,09,SEP,LFMN,Nice-Côte d’Azur,France,7443,6716,0,6716,76717.0075,27386.9925,
2023,09,SEP,LFPG,Paris-Charles-de-Gaulle,France,19957,16290,82,16208,220294.6291666666,35031.8375,
2023,09,SEP,LFPO,Paris-Orly,France,9708,8410,81,8329,102897.6433333333,16054.04,
2023,09,SEP,LFSB,Bâle-Mulhouse,France,4057,2723,8,2715,31624.806666666696,6742.376666666666,
2023,09,SEP,EDDB,Berlin - Brandenburg,Germany,8315,7100,101,6999,81910.2758333333,13333.2575,
2023,09,SEP,EDDC,Dresden,Germany,601,497,35,462,5153.612499999999,950.1875,
2023,09,SEP,EDDE,Erfurt,Germany,300,71,71,0,,,NO REF FLIGHT
2023,09,SEP,EDDF,Frankfurt,Germany,19828,17311,28,17283,229583.9241666666,43542.2591666667,
2023,09,SEP,EDDG,Muenster-Osnabrueck,Germany,1435,433,48,385,4249.629999999999,697.1533333333331,
2023,09,SEP,EDDH,Hamburg,Germany,5922,4703,62,4641,57276.685000000005,10022.5983333333,
2023,09,SEP,EDDK,Cologne-Bonn,Germany,5809,2992,176,2816,33865.6083333333,5202.825,
2023,09,SEP,EDDL,Dusseldorf,Germany,7794,6393,3,6390,76846.38166666671,11954.4016666667,
2023,09,SEP,EDDM,Munich,Germany,14693,12863,0,12863,147409.7016666666,31900.2316666667,
2023,09,SEP,EDDN,Nuremberg,Germany,2681,1335,55,1280,15037.192500000001,2401.890833333333,
2023,09,SEP,EDDP,Leipzig-Halle,Germany,3532,1453,69,1384,15951.4133333333,1991.1533333333332,
2023,09,SEP,EDDR,Saarbruecken,Germany,290,223,169,54,567,144.016666666667,
2023,09,SEP,EDDS,Stuttgart,Germany,5087,3343,0,3343,39542.914166666706,5323.7525000000005,
2023,09,SEP,EDDV,Hanover,Germany,3333,1490,213,1277,13863.716666666702,2233.283333333333,
2023,09,SEP,EDDW,Bremen,Germany,1568,792,15,777,8969.445,1318.6216666666662,
2023,09,SEP,LGAV,Athens,Greece,12074,7933,0,7933,88138.7558333333,29954.127500000002,
2023,09,SEP,LHBP,Budapest - Ferihegy,Hungary,4920,3692,121,3571,42952.633333333295,6995.183333333333,
2023,09,SEP,BIKF,Keflavik,Iceland,,,,,,,NO DATA RECEIVED
2023,09,SEP,EICK,Cork,Ireland,1818,820,5,815,9339.58,1772.7366666666662,
2023,09,SEP,EIDW,Dublin,Ireland,11224,8426,129,8297,92233.9858333333,30591.3975,
2023,09,SEP,LICC,Catania,Italy,3799,3167,31,3136,33520.2,13095.733333333299,
2023,09,SEP,LIMC,Milan - Malpensa,Italy,9487,7243,84,7159,78140.7,25485.100000000002,
2023,09,SEP,LIME,Bergamo,Italy,4555,3496,185,3311,39992.26666666671,7308.183333333333,
2023,09,SEP,LIMF,Torino Caselle,Italy,1733,1232,0,1232,14220.8333333333,1599.8833333333332,
2023,09,SEP,LIML,Milan - Linate,Italy,5104,4316,53,4263,44672.308333333305,10144.825,
2023,09,SEP,LIPE,Bologna,Italy,3541,2878,0,2878,33858.425,8920.941666666666,
2023,09,SEP,LIPZ,Venice,Italy,4302,3636,32,3604,36863.5333333333,11326.45,
2023,09,SEP,LIRA,Rome - Ciampino,Italy,1956,1695,158,1537,15079.526666666701,3481.673333333333,
2023,09,SEP,LIRF,Rome - Fiumicino,Italy,12459,10661,0,10661,115656.8749999999,32545.0416666667,
2023,09,SEP,LIRN,Naples,Italy,4619,3864,50,3814,43103.12500000001,18174.3416666667,
2023,09,SEP,EVRA,Riga,Latvia,2652,1765,18,1747,19368.716666666696,3411.666666666666,
2023,09,SEP,ELLX,Luxembourg,Luxembourg,4118,2665,0,2665,30161.076666666697,5322.64,
